filename;crack;inactive
images/cell2044.png;1;0
images/cell2044_flipped.png;1;0
images/cell0123.png;0;0
images/cell0123_flipped.png;0;0
images/cell2241.png;0;0
images/cell2241_flipped.png;0;0
images/cell2426.png;0;0
images/cell2426_flipped.png;0;0
images/cell1552.png;0;0
images/cell1552_flipped.png;0;0
images/cell0813.png;0;0
images/cell0813_flipped.png;0;0
images/cell1251.png;0;0
images/cell1251_flipped.png;0;0
images/cell1221.png;0;0
images/cell1221_flipped.png;0;0
images/cell1456.png;1;0
images/cell1456_flipped.png;1;0
images/cell1927.png;0;0
images/cell1927_flipped.png;0;0
images/cell1283.png;0;0
images/cell1283_flipped.png;0;0
images/cell1575.png;0;0
images/cell1575_flipped.png;0;0
images/cell1263.png;0;0
images/cell1263_flipped.png;0;0
images/cell0614.png;1;0
images/cell0614_flipped.png;1;0
images/cell0718.png;0;0
images/cell0718_flipped.png;0;0
images/cell1809.png;0;0
images/cell1809_flipped.png;0;0
images/cell1275.png;0;0
images/cell1275_flipped.png;0;0
images/cell1161.png;1;0
images/cell1161_flipped.png;1;0
images/cell1725.png;0;0
images/cell1725_flipped.png;0;0
images/cell0249.png;1;1
images/cell0249_flipped.png;1;1
images/cell2484.png;0;0
images/cell2484_flipped.png;0;0
images/cell0332.png;0;0
images/cell0332_flipped.png;0;0
images/cell0802.png;0;0
images/cell0802_flipped.png;0;0
images/cell1150.png;0;0
images/cell1150_flipped.png;0;0
images/cell2310.png;0;0
images/cell2310_flipped.png;0;0
images/cell2427.png;1;0
images/cell2427_flipped.png;1;0
images/cell2230.png;0;0
images/cell2230_flipped.png;0;0
images/cell1362.png;0;0
images/cell1362_flipped.png;0;0
images/cell2516.png;1;0
images/cell2516_flipped.png;1;0
images/cell2538.png;1;0
images/cell2538_flipped.png;1;0
images/cell0838.png;0;0
images/cell0838_flipped.png;0;0
images/cell1471.png;0;0
images/cell1471_flipped.png;0;0
images/cell0097.png;0;0
images/cell0097_flipped.png;0;0
images/cell2257.png;0;0
images/cell2257_flipped.png;0;0
images/cell1039.png;0;0
images/cell1039_flipped.png;0;0
images/cell2308.png;0;0
images/cell2308_flipped.png;0;0
images/cell1893.png;0;0
images/cell1893_flipped.png;0;0
images/cell1549.png;0;0
images/cell1549_flipped.png;0;0
images/cell1417.png;0;0
images/cell1417_flipped.png;0;0
images/cell1357.png;0;0
images/cell1357_flipped.png;0;0
images/cell0037.png;1;0
images/cell0037_flipped.png;1;0
images/cell0036.png;1;0
images/cell0036_flipped.png;1;0
images/cell1611.png;0;0
images/cell1611_flipped.png;0;0
images/cell0484.png;1;1
images/cell0484_flipped.png;1;1
images/cell1755.png;0;0
images/cell1755_flipped.png;0;0
images/cell2003.png;0;0
images/cell2003_flipped.png;0;0
images/cell0888.png;1;0
images/cell0888_flipped.png;1;0
images/cell0179.png;0;0
images/cell0179_flipped.png;0;0
images/cell2043.png;0;0
images/cell2043_flipped.png;0;0
images/cell1651.png;1;1
images/cell1651_flipped.png;1;1
images/cell2334.png;0;0
images/cell2334_flipped.png;0;0
images/cell0775.png;0;0
images/cell0775_flipped.png;0;0
images/cell1795.png;0;0
images/cell1795_flipped.png;0;0
images/cell0228.png;1;0
images/cell0228_flipped.png;1;0
images/cell1399.png;1;0
images/cell1399_flipped.png;1;0
images/cell1912.png;0;0
images/cell1912_flipped.png;0;0
images/cell1790.png;0;0
images/cell1790_flipped.png;0;0
images/cell1618.png;1;1
images/cell1618_flipped.png;1;1
images/cell1898.png;0;0
images/cell1898_flipped.png;0;0
images/cell0742.png;1;0
images/cell0742_flipped.png;1;0
images/cell2213.png;0;0
images/cell2213_flipped.png;0;0
images/cell0137.png;0;0
images/cell0137_flipped.png;0;0
images/cell1777.png;0;0
images/cell1777_flipped.png;0;0
images/cell2397.png;0;0
images/cell2397_flipped.png;0;0
images/cell1636.png;0;0
images/cell1636_flipped.png;0;0
images/cell2335.png;0;0
images/cell2335_flipped.png;0;0
images/cell0481.png;1;1
images/cell0481_flipped.png;1;1
images/cell0869.png;1;0
images/cell0869_flipped.png;1;0
images/cell0745.png;0;0
images/cell0745_flipped.png;0;0
images/cell0062.png;0;0
images/cell0062_flipped.png;0;0
images/cell0356.png;0;0
images/cell0356_flipped.png;0;0
images/cell2178.png;0;0
images/cell2178_flipped.png;0;0
images/cell0926.png;0;0
images/cell0926_flipped.png;0;0
images/cell1581.png;0;0
images/cell1581_flipped.png;0;0
images/cell2193.png;0;0
images/cell2193_flipped.png;0;0
images/cell1753.png;0;0
images/cell1753_flipped.png;0;0
images/cell2179.png;0;0
images/cell2179_flipped.png;0;0
images/cell2197.png;0;0
images/cell2197_flipped.png;0;0
images/cell1033.png;0;0
images/cell1033_flipped.png;0;0
images/cell0561.png;0;0
images/cell0561_flipped.png;0;0
images/cell1899.png;0;0
images/cell1899_flipped.png;0;0
images/cell1350.png;0;0
images/cell1350_flipped.png;0;0
images/cell1800.png;0;0
images/cell1800_flipped.png;0;0
images/cell1485.png;0;0
images/cell1485_flipped.png;0;0
images/cell2337.png;0;0
images/cell2337_flipped.png;0;0
images/cell0820.png;0;0
images/cell0820_flipped.png;0;0
images/cell1479.png;0;0
images/cell1479_flipped.png;0;0
images/cell1883.png;0;0
images/cell1883_flipped.png;0;0
images/cell1758.png;0;0
images/cell1758_flipped.png;0;0
images/cell2415.png;0;0
images/cell2415_flipped.png;0;0
images/cell1492.png;0;0
images/cell1492_flipped.png;0;0
images/cell0854.png;1;0
images/cell0854_flipped.png;1;0
images/cell2102.png;0;0
images/cell2102_flipped.png;0;0
images/cell1100.png;0;0
images/cell1100_flipped.png;0;0
images/cell1913.png;0;0
images/cell1913_flipped.png;0;0
images/cell2475.png;0;0
images/cell2475_flipped.png;0;0
images/cell1466.png;0;0
images/cell1466_flipped.png;0;0
images/cell0015.png;1;0
images/cell0015_flipped.png;1;0
images/cell2031.png;0;0
images/cell2031_flipped.png;0;0
images/cell1938.png;0;0
images/cell1938_flipped.png;0;0
images/cell1130.png;0;0
images/cell1130_flipped.png;0;0
images/cell2170.png;0;0
images/cell2170_flipped.png;0;0
images/cell1468.png;0;0
images/cell1468_flipped.png;0;0
images/cell1174.png;0;0
images/cell1174_flipped.png;0;0
images/cell0878.png;1;0
images/cell0878_flipped.png;1;0
images/cell1983.png;0;0
images/cell1983_flipped.png;0;0
images/cell2302.png;0;0
images/cell2302_flipped.png;0;0
images/cell1762.png;0;0
images/cell1762_flipped.png;0;0
images/cell1812.png;0;0
images/cell1812_flipped.png;0;0
images/cell1951.png;0;0
images/cell1951_flipped.png;0;0
images/cell2268.png;0;0
